Hotel_Name,Aspect,Negative,Neutral,Positive,Total,Positive_Percentage,Negative_Percentage,Sentiment_Score
Rainers Hotel Vienna,Food,6,10,29,45,64.44,13.33,0.511
Rainers Hotel Vienna,Location,5,23,46,74,62.16,6.76,0.554
Rainers Hotel Vienna,Room,14,31,49,94,52.13,14.89,0.372
Rainers Hotel Vienna,Staff_Service,8,22,69,99,69.7,8.08,0.616
Rainers Hotel Vienna,Value,2,7,24,33,72.73,6.06,0.667
Rainers Hotel Vienna,Wellness,1,0,2,3,66.67,33.33,0.333
Ramada Apollo Amsterdam Centre,Cleanliness,31,94,189,314,60.19,9.87,0.503
Ramada Apollo Amsterdam Centre,Facilities,18,50,117,185,63.24,9.73,0.535
Ramada Apollo Amsterdam Centre,Food,46,139,341,526,64.83,8.75,0.561
Ramada Apollo Amsterdam Centre,Location,35,147,330,512,64.45,6.84,0.576
Ramada Apollo Amsterdam Centre,Room,112,269,525,906,57.95,12.36,0.456
Ramada Apollo Amsterdam Centre,Staff_Service,84,214,641,939,68.26,8.95,0.593
Ramada Apollo Amsterdam Centre,Value,30,95,158,283,55.83,10.6,0.452
Ramada Apollo Amsterdam Centre,Wellness,3,18,54,75,72.0,4.0,0.68
Ramada Plaza Milano,Cleanliness,8,26,51,85,60.0,9.41,0.506
Ramada Plaza Milano,Facilities,10,23,40,73,54.79,13.7,0.411
Ramada Plaza Milano,Food,13,44,110,167,65.87,7.78,0.581
Ramada Plaza Milano,Location,10,34,75,119,63.03,8.4,0.546
Ramada Plaza Milano,Room,19,53,102,174,58.62,10.92,0.477
Ramada Plaza Milano,Staff_Service,22,41,91,154,59.09,14.29,0.448
Ramada Plaza Milano,Value,3,11,25,39,64.1,7.69,0.564
Ramada Plaza Milano,Wellness,7,18,42,67,62.69,10.45,0.522
Rathbone,Cleanliness,5,17,30,52,57.69,9.62,0.481
Rathbone,Facilities,7,35,32,74,43.24,9.46,0.338
Rathbone,Food,3,15,37,55,67.27,5.45,0.618
Rathbone,Location,7,73,97,177,54.8,3.95,0.508
Rathbone,Room,18,69,91,178,51.12,10.11,0.41
Rathbone,Staff_Service,12,48,132,192,68.75,6.25,0.625
Rathbone,Value,5,22,18,45,40.0,11.11,0.289
Relais Christine,Cleanliness,1,0,1,2,50.0,50.0,0.0
Relais Christine,Facilities,0,0,4,4,100.0,0.0,1.0
Relais Christine,Food,2,4,24,30,80.0,6.67,0.733
Relais Christine,Location,3,7,42,52,80.77,5.77,0.75
Relais Christine,Room,6,5,27,38,71.05,15.79,0.553
Relais Christine,Staff_Service,2,8,41,51,80.39,3.92,0.765
Relais Christine,Value,1,1,8,10,80.0,10.0,0.7
Relais Christine,Wellness,0,0,2,2,100.0,0.0,1.0
Relais Du Louvre,Cleanliness,0,3,14,17,82.35,0.0,0.824
Relais Du Louvre,Facilities,0,3,7,10,70.0,0.0,0.7
Relais Du Louvre,Food,0,4,19,23,82.61,0.0,0.826
Relais Du Louvre,Location,0,8,46,54,85.19,0.0,0.852
Relais Du Louvre,Room,1,10,35,46,76.09,2.17,0.739
Relais Du Louvre,Staff_Service,2,5,51,58,87.93,3.45,0.845
Relais Du Louvre,Value,0,3,6,9,66.67,0.0,0.667
Relais H tel du Vieux Paris,Cleanliness,0,5,11,16,68.75,0.0,0.688
Relais H tel du Vieux Paris,Facilities,1,4,12,17,70.59,5.88,0.647
Relais H tel du Vieux Paris,Food,0,5,35,40,87.5,0.0,0.875
Relais H tel du Vieux Paris,Location,0,16,95,111,85.59,0.0,0.856
Relais H tel du Vieux Paris,Room,1,13,59,73,80.82,1.37,0.795
Relais H tel du Vieux Paris,Staff_Service,1,11,86,98,87.76,1.02,0.867
Relais H tel du Vieux Paris,Value,1,5,14,20,70.0,5.0,0.65
Relais Saint Jacques,Cleanliness,0,3,10,13,76.92,0.0,0.769
Relais Saint Jacques,Facilities,1,5,12,18,66.67,5.56,0.611
Relais Saint Jacques,Food,2,9,18,29,62.07,6.9,0.552
Relais Saint Jacques,Location,3,9,50,62,80.65,4.84,0.758
Relais Saint Jacques,Room,4,12,57,73,78.08,5.48,0.726
Relais Saint Jacques,Staff_Service,3,7,48,58,82.76,5.17,0.776
Relais Saint Jacques,Value,0,2,8,10,80.0,0.0,0.8
Relais Saint Jacques,Wellness,0,0,2,2,100.0,0.0,1.0
Renaissance Amsterdam Hotel,Cleanliness,6,21,37,64,57.81,9.38,0.484
Renaissance Amsterdam Hotel,Facilities,11,44,52,107,48.6,10.28,0.383
Renaissance Amsterdam Hotel,Food,15,39,70,124,56.45,12.1,0.444
Renaissance Amsterdam Hotel,Location,31,109,135,275,49.09,11.27,0.378
Renaissance Amsterdam Hotel,Room,43,94,121,258,46.9,16.67,0.302
Renaissance Amsterdam Hotel,Staff_Service,28,67,126,221,57.01,12.67,0.443
Renaissance Amsterdam Hotel,Value,27,43,41,111,36.94,24.32,0.126
Renaissance Amsterdam Hotel,Wellness,0,3,7,10,70.0,0.0,0.7
Renaissance Barcelona Hotel,Cleanliness,1,1,2,4,50.0,25.0,0.25
Renaissance Barcelona Hotel,Facilities,2,1,1,4,25.0,50.0,-0.25
Renaissance Barcelona Hotel,Food,1,2,4,7,57.14,14.29,0.429
Renaissance Barcelona Hotel,Location,3,6,7,16,43.75,18.75,0.25
Renaissance Barcelona Hotel,Room,2,6,4,12,33.33,16.67,0.167
Renaissance Barcelona Hotel,Staff_Service,4,4,10,18,55.56,22.22,0.333
Renaissance Barcelona Hotel,Value,1,4,1,6,16.67,16.67,0.0
Renaissance Paris Arc de Triomphe Hotel,Cleanliness,1,1,5,7,71.43,14.29,0.571
Renaissance Paris Arc de Triomphe Hotel,Facilities,1,3,7,11,63.64,9.09,0.545
Renaissance Paris Arc de Triomphe Hotel,Food,2,4,5,11,45.45,18.18,0.273
Renaissance Paris Arc de Triomphe Hotel,Location,3,11,15,29,51.72,10.34,0.414
Renaissance Paris Arc de Triomphe Hotel,Room,3,9,8,20,40.0,15.0,0.25
Renaissance Paris Arc de Triomphe Hotel,Staff_Service,3,9,21,33,63.64,9.09,0.545
Renaissance Paris Arc de Triomphe Hotel,Value,0,2,2,4,50.0,0.0,0.5
Renaissance Paris Le Parc Trocadero Hotel,Cleanliness,1,2,0,3,0.0,33.33,-0.333
Renaissance Paris Le Parc Trocadero Hotel,Facilities,1,1,2,4,50.0,25.0,0.25
Renaissance Paris Le Parc Trocadero Hotel,Food,1,3,6,10,60.0,10.0,0.5
Renaissance Paris Le Parc Trocadero Hotel,Location,2,2,9,13,69.23,15.38,0.538
Renaissance Paris Le Parc Trocadero Hotel,Room,3,6,5,14,35.71,21.43,0.143
Renaissance Paris Le Parc Trocadero Hotel,Staff_Service,2,3,7,12,58.33,16.67,0.417
Renaissance Paris Le Parc Trocadero Hotel,Value,0,1,1,2,50.0,0.0,0.5
Renaissance Paris Republique Hotel Spa,Facilities,0,0,1,1,100.0,0.0,1.0
Renaissance Paris Republique Hotel Spa,Food,0,0,5,5,100.0,0.0,1.0
Renaissance Paris Republique Hotel Spa,Location,0,1,0,1,0.0,0.0,0.0
Renaissance Paris Republique Hotel Spa,Room,0,0,4,4,100.0,0.0,1.0
Renaissance Paris Republique Hotel Spa,Staff_Service,0,0,7,7,100.0,0.0,1.0
Renaissance Paris Republique Hotel Spa,Value,0,0,3,3,100.0,0.0,1.0
Renaissance Paris Republique Hotel Spa,Wellness,0,0,1,1,100.0,0.0,1.0
Renaissance Paris Vendome Hotel,Facilities,1,1,1,3,33.33,33.33,0.0
Renaissance Paris Vendome Hotel,Food,0,2,4,6,66.67,0.0,0.667
Renaissance Paris Vendome Hotel,Location,0,2,6,8,75.0,0.0,0.75
Renaissance Paris Vendome Hotel,Room,0,2,2,4,50.0,0.0,0.5
Renaissance Paris Vendome Hotel,Staff_Service,1,3,7,11,63.64,9.09,0.545
Renaissance Paris Vendome Hotel,Value,1,2,2,5,40.0,20.0,0.2
Renaissance Paris Vendome Hotel,Wellness,0,2,2,4,50.0,0.0,0.5
Residence Du Roy,Cleanliness,5,6,34,45,75.56,11.11,0.644
Residence Du Roy,Facilities,8,12,34,54,62.96,14.81,0.481
Residence Du Roy,Food,3,11,25,39,64.1,7.69,0.564
Residence Du Roy,Location,11,37,106,154,68.83,7.14,0.617
Residence Du Roy,Room,11,27,79,117,67.52,9.4,0.581
Residence Du Roy,Staff_Service,10,13,76,99,76.77,10.1,0.667
Residence Du Roy,Value,2,8,24,34,70.59,5.88,0.647
Residence Du Roy,Wellness,0,0,2,2,100.0,0.0,1.0
Residence Henri IV,Cleanliness,0,3,28,31,90.32,0.0,0.903
Residence Henri IV,Facilities,0,3,20,23,86.96,0.0,0.87
Residence Henri IV,Food,1,3,51,55,92.73,1.82,0.909
Residence Henri IV,Location,0,12,84,96,87.5,0.0,0.875
Residence Henri IV,Room,1,11,68,80,85.0,1.25,0.838
Residence Henri IV,Staff_Service,0,7,92,99,92.93,0.0,0.929
Residence Henri IV,Value,2,1,13,16,81.25,12.5,0.688
Residence Henri IV,Wellness,0,0,1,1,100.0,0.0,1.0
Ritz Paris,Facilities,0,0,1,1,100.0,0.0,1.0
Ritz Paris,Food,0,0,7,7,100.0,0.0,1.0
Ritz Paris,Location,0,1,0,1,0.0,0.0,0.0
Ritz Paris,Room,0,0,9,9,100.0,0.0,1.0
Ritz Paris,Staff_Service,0,0,12,12,100.0,0.0,1.0
Ritz Paris,Value,1,0,3,4,75.0,25.0,0.5
Rocco Forte Brown s Hotel,Cleanliness,0,0,3,3,100.0,0.0,1.0
Rocco Forte Brown s Hotel,Facilities,1,1,5,7,71.43,14.29,0.571
Rocco Forte Brown s Hotel,Food,0,2,13,15,86.67,0.0,0.867
Rocco Forte Brown s Hotel,Location,1,5,8,14,57.14,7.14,0.5
Rocco Forte Brown s Hotel,Room,2,8,15,25,60.0,8.0,0.52
Rocco Forte Brown s Hotel,Staff_Service,2,6,21,29,72.41,6.9,0.655
Rocco Forte Brown s Hotel,Value,0,3,4,7,57.14,0.0,0.571
Rocco Forte Brown s Hotel,Wellness,0,0,1,1,100.0,0.0,1.0
Rochester Champs Elysees,Cleanliness,2,8,14,24,58.33,8.33,0.5
Rochester Champs Elysees,Facilities,1,11,5,17,29.41,5.88,0.235
Rochester Champs Elysees,Food,6,9,17,32,53.12,18.75,0.344
Rochester Champs Elysees,Location,5,27,46,78,58.97,6.41,0.526
Rochester Champs Elysees,Room,13,23,29,65,44.62,20.0,0.246
Rochester Champs Elysees,Staff_Service,9,20,46,75,61.33,12.0,0.493
Rochester Champs Elysees,Value,2,5,10,17,58.82,11.76,0.471
Rochester Champs Elysees,Wellness,0,2,0,2,0.0,0.0,0.0
Roger de Ll ria,Cleanliness,3,3,12,18,66.67,16.67,0.5
Roger de Ll ria,Facilities,1,4,16,21,76.19,4.76,0.714
Roger de Ll ria,Food,2,6,18,26,69.23,7.69,0.615
Roger de Ll ria,Location,4,16,48,68,70.59,5.88,0.647
Roger de Ll ria,Room,9,19,42,70,60.0,12.86,0.471
Roger de Ll ria,Staff_Service,4,12,64,80,80.0,5.0,0.75
Roger de Ll ria,Value,2,2,10,14,71.43,14.29,0.571
Roger de Ll ria,Wellness,0,0,1,1,100.0,0.0,1.0
Room Mate Aitana,Cleanliness,8,38,150,196,76.53,4.08,0.724
Room Mate Aitana,Facilities,4,20,80,104,76.92,3.85,0.731
Room Mate Aitana,Food,12,36,219,267,82.02,4.49,0.775
Room Mate Aitana,Location,10,68,332,410,80.98,2.44,0.785
Room Mate Aitana,Room,17,73,324,414,78.26,4.11,0.742
Room Mate Aitana,Staff_Service,20,52,340,412,82.52,4.85,0.777
Room Mate Aitana,Value,9,23,97,129,75.19,6.98,0.682
Room Mate Aitana,Wellness,2,2,25,29,86.21,6.9,0.793
Room Mate Anna,Cleanliness,2,5,31,38,81.58,5.26,0.763
Room Mate Anna,Facilities,1,5,24,30,80.0,3.33,0.767
Room Mate Anna,Food,4,11,85,100,85.0,4.0,0.81
Room Mate Anna,Location,6,21,129,156,82.69,3.85,0.788
Room Mate Anna,Room,9,26,127,162,78.4,5.56,0.728
Room Mate Anna,Staff_Service,7,22,163,192,84.9,3.65,0.812
Room Mate Anna,Value,2,1,15,18,83.33,11.11,0.722
Room Mate Anna,Wellness,1,2,34,37,91.89,2.7,0.892
Room Mate Carla,Cleanliness,2,9,30,41,73.17,4.88,0.683
Room Mate Carla,Facilities,1,7,15,23,65.22,4.35,0.609
Room Mate Carla,Food,2,17,78,97,80.41,2.06,0.784
Room Mate Carla,Location,1,23,91,115,79.13,0.87,0.783
Room Mate Carla,Room,5,32,90,127,70.87,3.94,0.669
Room Mate Carla,Staff_Service,2,16,100,118,84.75,1.69,0.831
Room Mate Carla,Value,1,5,15,21,71.43,4.76,0.667
Room Mate Carla,Wellness,0,0,6,6,100.0,0.0,1.0
Room Mate Gerard,Cleanliness,0,1,1,2,50.0,0.0,0.5
Room Mate Gerard,Facilities,0,1,0,1,0.0,0.0,0.0
Room Mate Gerard,Food,0,0,2,2,100.0,0.0,1.0
Room Mate Gerard,Location,0,2,3,5,60.0,0.0,0.6
Room Mate Gerard,Room,1,2,6,9,66.67,11.11,0.556
Room Mate Gerard,Staff_Service,0,1,7,8,87.5,0.0,0.875
Room Mate Gerard,Value,0,3,0,3,0.0,0.0,0.0
Room Mate Gerard,Wellness,0,0,2,2,100.0,0.0,1.0
Room Mate Giulia,Cleanliness,0,7,59,66,89.39,0.0,0.894
Room Mate Giulia,Facilities,2,9,49,60,81.67,3.33,0.783
Room Mate Giulia,Food,2,21,142,165,86.06,1.21,0.848
Room Mate Giulia,Location,9,40,282,331,85.2,2.72,0.825
Room Mate Giulia,Room,10,25,166,201,82.59,4.98,0.776
Room Mate Giulia,Staff_Service,6,29,272,307,88.6,1.95,0.866
Room Mate Giulia,Value,2,9,33,44,75.0,4.55,0.705
Room Mate Giulia,Wellness,1,3,8,12,66.67,8.33,0.583
Roomz Vienna,Cleanliness,1,2,11,14,78.57,7.14,0.714
Roomz Vienna,Facilities,1,1,8,10,80.0,10.0,0.7
Roomz Vienna,Food,1,4,12,17,70.59,5.88,0.647
Roomz Vienna,Location,2,3,15,20,75.0,10.0,0.65
Roomz Vienna,Room,2,8,12,22,54.55,9.09,0.455
Roomz Vienna,Staff_Service,2,4,16,22,72.73,9.09,0.636
Roomz Vienna,Value,2,2,5,9,55.56,22.22,0.333
Roomz Vienna,Wellness,0,0,2,2,100.0,0.0,1.0
Rosa Grand Milano Starhotels Collezione,Cleanliness,7,21,50,78,64.1,8.97,0.551
Rosa Grand Milano Starhotels Collezione,Facilities,19,25,56,100,56.0,19.0,0.37
Rosa Grand Milano Starhotels Collezione,Food,21,66,140,227,61.67,9.25,0.524
Rosa Grand Milano Starhotels Collezione,Location,50,137,260,447,58.17,11.19,0.47
Rosa Grand Milano Starhotels Collezione,Room,41,82,136,259,52.51,15.83,0.367
Rosa Grand Milano Starhotels Collezione,Staff_Service,43,63,164,270,60.74,15.93,0.448
Rosa Grand Milano Starhotels Collezione,Value,10,21,36,67,53.73,14.93,0.388
Rosa Grand Milano Starhotels Collezione,Wellness,1,3,9,13,69.23,7.69,0.615
Rosewood London,Cleanliness,0,5,16,21,76.19,0.0,0.762
Rosewood London,Facilities,1,8,19,28,67.86,3.57,0.643
Rosewood London,Food,6,14,75,95,78.95,6.32,0.726
Rosewood London,Location,1,14,79,94,84.04,1.06,0.83
Rosewood London,Room,4,26,106,136,77.94,2.94,0.75
Rosewood London,Staff_Service,5,25,203,233,87.12,2.15,0.85
Rosewood London,Value,2,7,18,27,66.67,7.41,0.593
Rosewood London,Wellness,3,3,11,17,64.71,17.65,0.471
Royal Amsterdam Hotel,Cleanliness,3,12,20,35,57.14,8.57,0.486
Royal Amsterdam Hotel,Facilities,5,7,13,25,52.0,20.0,0.32
Royal Amsterdam Hotel,Food,4,6,18,28,64.29,14.29,0.5
Royal Amsterdam Hotel,Location,10,32,41,83,49.4,12.05,0.373
Royal Amsterdam Hotel,Room,25,37,34,96,35.42,26.04,0.094
Royal Amsterdam Hotel,Staff_Service,5,24,43,72,59.72,6.94,0.528
Royal Amsterdam Hotel,Value,3,7,9,19,47.37,15.79,0.316
Royal Amsterdam Hotel,Wellness,0,0,1,1,100.0,0.0,1.0
Royal Garden Champs Elysees,Cleanliness,12,17,13,42,30.95,28.57,0.024
Royal Garden Champs Elysees,Facilities,27,21,25,73,34.25,36.99,-0.027
Royal Garden Champs Elysees,Food,7,18,22,47,46.81,14.89,0.319
Royal Garden Champs Elysees,Location,22,42,39,103,37.86,21.36,0.165
Royal Garden Champs Elysees,Room,32,33,35,100,35.0,32.0,0.03
Royal Garden Champs Elysees,Staff_Service,23,25,49,97,50.52,23.71,0.268
Royal Garden Champs Elysees,Value,6,13,6,25,24.0,24.0,0.0
Royal Garden Champs Elysees,Wellness,1,0,0,1,0.0,100.0,-1.0
Royal Garden Hotel,Cleanliness,6,23,79,108,73.15,5.56,0.676
Royal Garden Hotel,Facilities,10,54,83,147,56.46,6.8,0.497
Royal Garden Hotel,Food,16,46,155,217,71.43,7.37,0.641
Royal Garden Hotel,Location,22,93,249,364,68.41,6.04,0.624
Royal Garden Hotel,Room,35,109,266,410,64.88,8.54,0.563
Royal Garden Hotel,Staff_Service,25,70,348,443,78.56,5.64,0.729
Royal Garden Hotel,Value,9,40,69,118,58.47,7.63,0.508
Royal Garden Hotel,Wellness,2,4,13,19,68.42,10.53,0.579
Royal Hotel Champs Elys es,Cleanliness,6,5,12,23,52.17,26.09,0.261
Royal Hotel Champs Elys es,Facilities,6,8,12,26,46.15,23.08,0.231
Royal Hotel Champs Elys es,Food,5,6,24,35,68.57,14.29,0.543
Royal Hotel Champs Elys es,Location,23,38,78,139,56.12,16.55,0.396
Royal Hotel Champs Elys es,Room,27,35,38,100,38.0,27.0,0.11
Royal Hotel Champs Elys es,Staff_Service,17,17,51,85,60.0,20.0,0.4
Royal Hotel Champs Elys es,Value,8,6,11,25,44.0,32.0,0.12
Royal Hotel Champs Elys es,Wellness,0,0,1,1,100.0,0.0,1.0
Royal Passeig de Gracia,Cleanliness,4,26,61,91,67.03,4.4,0.626
Royal Passeig de Gracia,Facilities,7,25,55,87,63.22,8.05,0.552
Royal Passeig de Gracia,Food,26,38,165,229,72.05,11.35,0.607
Royal Passeig de Gracia,Location,31,109,293,433,67.67,7.16,0.605
Royal Passeig de Gracia,Room,44,97,189,330,57.27,13.33,0.439
Royal Passeig de Gracia,Staff_Service,35,67,272,374,72.73,9.36,0.634
Royal Passeig de Gracia,Value,10,14,36,60,60.0,16.67,0.433
Royal Passeig de Gracia,Wellness,1,3,23,27,85.19,3.7,0.815
Royal Ramblas,Cleanliness,13,28,71,112,63.39,11.61,0.518
Royal Ramblas,Facilities,14,34,31,79,39.24,17.72,0.215
Royal Ramblas,Food,13,64,110,187,58.82,6.95,0.519
Royal Ramblas,Location,34,162,261,457,57.11,7.44,0.497
Royal Ramblas,Room,43,116,143,302,47.35,14.24,0.331
Royal Ramblas,Staff_Service,29,77,202,308,65.58,9.42,0.562
Royal Ramblas,Value,12,31,32,75,42.67,16.0,0.267
Royal Ramblas,Wellness,2,3,11,16,68.75,12.5,0.562
Royal Saint Honore,Cleanliness,1,4,12,17,70.59,5.88,0.647
Royal Saint Honore,Facilities,3,5,8,16,50.0,18.75,0.312
Royal Saint Honore,Food,1,3,22,26,84.62,3.85,0.808
Royal Saint Honore,Location,3,17,64,84,76.19,3.57,0.726
Royal Saint Honore,Room,7,11,38,56,67.86,12.5,0.554
Royal Saint Honore,Staff_Service,3,12,62,77,80.52,3.9,0.766
Royal Saint Honore,Value,2,2,7,11,63.64,18.18,0.455
Royal Saint Michel,Cleanliness,4,12,37,53,69.81,7.55,0.623
Royal Saint Michel,Facilities,10,35,44,89,49.44,11.24,0.382
Royal Saint Michel,Food,7,42,53,102,51.96,6.86,0.451
Royal Saint Michel,Location,11,66,131,208,62.98,5.29,0.577
Royal Saint Michel,Room,11,42,78,131,59.54,8.4,0.511
Royal Saint Michel,Staff_Service,11,37,74,122,60.66,9.02,0.516
Royal Saint Michel,Value,4,7,15,26,57.69,15.38,0.423
Rubens At The Palace,Cleanliness,6,9,51,66,77.27,9.09,0.682
Rubens At The Palace,Facilities,2,7,30,39,76.92,5.13,0.718
Rubens At The Palace,Food,9,35,181,225,80.44,4.0,0.764
Rubens At The Palace,Location,16,72,219,307,71.34,5.21,0.661
Rubens At The Palace,Room,18,90,263,371,70.89,4.85,0.66
Rubens At The Palace,Staff_Service,14,70,427,511,83.56,2.74,0.808
Rubens At The Palace,Value,6,22,51,79,64.56,7.59,0.57
Rubens At The Palace,Wellness,0,1,3,4,75.0,0.0,0.75
Rydges Kensington Hotel,Cleanliness,8,31,48,87,55.17,9.2,0.46
Rydges Kensington Hotel,Facilities,6,22,31,59,52.54,10.17,0.424
Rydges Kensington Hotel,Food,14,43,90,147,61.22,9.52,0.517
Rydges Kensington Hotel,Location,28,96,154,278,55.4,10.07,0.453
Rydges Kensington Hotel,Room,39,106,175,320,54.69,12.19,0.425
Rydges Kensington Hotel,Staff_Service,22,68,150,240,62.5,9.17,0.533
Rydges Kensington Hotel,Value,9,29,32,70,45.71,12.86,0.329
Rydges Kensington Hotel,Wellness,0,3,2,5,40.0,0.0,0.4
STRAF a Member of Design Hotels ,Cleanliness,1,6,10,17,58.82,5.88,0.529
STRAF a Member of Design Hotels ,Facilities,4,15,19,38,50.0,10.53,0.395
STRAF a Member of Design Hotels ,Food,8,27,46,81,56.79,9.88,0.469
STRAF a Member of Design Hotels ,Location,14,52,116,182,63.74,7.69,0.56
STRAF a Member of Design Hotels ,Room,10,38,48,96,50.0,10.42,0.396
STRAF a Member of Design Hotels ,Staff_Service,5,19,75,99,75.76,5.05,0.707
STRAF a Member of Design Hotels ,Value,4,7,4,15,26.67,26.67,0.0
STRAF a Member of Design Hotels ,Wellness,0,2,6,8,75.0,0.0,0.75
Saint Georges Hotel,Cleanliness,34,43,40,117,34.19,29.06,0.051
Saint Georges Hotel,Facilities,21,59,44,124,35.48,16.94,0.185
Saint Georges Hotel,Food,20,55,50,125,40.0,16.0,0.24
Saint Georges Hotel,Location,75,227,184,486,37.86,15.43,0.224
Saint Georges Hotel,Room,83,180,129,392,32.91,21.17,0.117
Saint Georges Hotel,Staff_Service,44,105,99,248,39.92,17.74,0.222
Saint Georges Hotel,Value,26,46,44,116,37.93,22.41,0.155
Saint Georges Hotel,Wellness,0,0,1,1,100.0,0.0,1.0
Saint James Albany Paris Hotel Spa,Cleanliness,18,24,28,70,40.0,25.71,0.143
Saint James Albany Paris Hotel Spa,Facilities,18,41,58,117,49.57,15.38,0.342
Saint James Albany Paris Hotel Spa,Food,27,46,108,181,59.67,14.92,0.448
Saint James Albany Paris Hotel Spa,Location,57,128,233,418,55.74,13.64,0.421
Saint James Albany Paris Hotel Spa,Room,79,120,177,376,47.07,21.01,0.261
Saint James Albany Paris Hotel Spa,Staff_Service,58,84,196,338,57.99,17.16,0.408
Saint James Albany Paris Hotel Spa,Value,27,28,34,89,38.2,30.34,0.079
Saint James Albany Paris Hotel Spa,Wellness,18,42,91,151,60.26,11.92,0.483
Saint SHERMIN bed breakfast champagne,Cleanliness,0,4,22,26,84.62,0.0,0.846
Saint SHERMIN bed breakfast champagne,Facilities,1,8,21,30,70.0,3.33,0.667
Saint SHERMIN bed breakfast champagne,Food,2,7,48,57,84.21,3.51,0.807
Saint SHERMIN bed breakfast champagne,Location,1,14,71,86,82.56,1.16,0.814
Saint SHERMIN bed breakfast champagne,Room,3,16,71,90,78.89,3.33,0.756
Saint SHERMIN bed breakfast champagne,Staff_Service,0,11,58,69,84.06,0.0,0.841
Saint SHERMIN bed breakfast champagne,Value,0,5,20,25,80.0,0.0,0.8
Sall s Hotel Pere IV,Cleanliness,8,53,63,124,50.81,6.45,0.444
Sall s Hotel Pere IV,Facilities,14,38,44,96,45.83,14.58,0.312
Sall s Hotel Pere IV,Food,21,68,103,192,53.65,10.94,0.427
Sall s Hotel Pere IV,Location,14,66,109,189,57.67,7.41,0.503
Sall s Hotel Pere IV,Room,28,95,114,237,48.1,11.81,0.363
Sall s Hotel Pere IV,Staff_Service,30,77,124,231,53.68,12.99,0.407
Sall s Hotel Pere IV,Value,10,24,35,69,50.72,14.49,0.362
Sall s Hotel Pere IV,Wellness,17,66,101,184,54.89,9.24,0.457
San Domenico House,Cleanliness,0,1,2,3,66.67,0.0,0.667
San Domenico House,Facilities,1,9,7,17,41.18,5.88,0.353
San Domenico House,Food,1,6,16,23,69.57,4.35,0.652
San Domenico House,Location,1,12,30,43,69.77,2.33,0.674
San Domenico House,Room,2,24,40,66,60.61,3.03,0.576
San Domenico House,Staff_Service,0,13,53,66,80.3,0.0,0.803
San Domenico House,Value,1,6,9,16,56.25,6.25,0.5
San Domenico House,Wellness,0,1,1,2,50.0,0.0,0.5
Sanderson A Morgans Hotel,Cleanliness,3,6,26,35,74.29,8.57,0.657
Sanderson A Morgans Hotel,Facilities,1,8,21,30,70.0,3.33,0.667
Sanderson A Morgans Hotel,Food,6,9,47,62,75.81,9.68,0.661
Sanderson A Morgans Hotel,Location,6,17,67,90,74.44,6.67,0.678
Sanderson A Morgans Hotel,Room,15,21,104,140,74.29,10.71,0.636
Sanderson A Morgans Hotel,Staff_Service,14,20,162,196,82.65,7.14,0.755
Sanderson A Morgans Hotel,Value,10,9,17,36,47.22,27.78,0.194
Sanderson A Morgans Hotel,Wellness,2,4,15,21,71.43,9.52,0.619
Sansi Diputacio,Cleanliness,1,5,3,9,33.33,11.11,0.222
Sansi Diputacio,Facilities,1,5,4,10,40.0,10.0,0.3
Sansi Diputacio,Food,2,4,3,9,33.33,22.22,0.111
Sansi Diputacio,Location,5,14,15,34,44.12,14.71,0.294
Sansi Diputacio,Room,4,13,12,29,41.38,13.79,0.276
Sansi Diputacio,Staff_Service,3,10,15,28,53.57,10.71,0.429
Sansi Diputacio,Value,3,3,4,10,40.0,30.0,0.1
Sansi Diputacio,Wellness,0,3,0,3,0.0,0.0,0.0
Sansi Pedralbes,Cleanliness,0,2,4,6,66.67,0.0,0.667
Sansi Pedralbes,Facilities,0,3,2,5,40.0,0.0,0.4
Sansi Pedralbes,Food,0,3,4,7,57.14,0.0,0.571
Sansi Pedralbes,Location,1,6,5,12,41.67,8.33,0.333
Sansi Pedralbes,Room,0,7,8,15,53.33,0.0,0.533
Sansi Pedralbes,Staff_Service,0,8,15,23,65.22,0.0,0.652
Sansi Pedralbes,Value,0,2,2,4,50.0,0.0,0.5
Sansi Pedralbes,Wellness,0,2,0,2,0.0,0.0,0.0
Savoy Hotel Amsterdam,Cleanliness,24,18,14,56,25.0,42.86,-0.179
Savoy Hotel Amsterdam,Facilities,27,26,8,61,13.11,44.26,-0.311
Savoy Hotel Amsterdam,Food,17,14,10,41,24.39,41.46,-0.171
Savoy Hotel Amsterdam,Location,27,35,22,84,26.19,32.14,-0.06
Savoy Hotel Amsterdam,Room,62,62,31,155,20.0,40.0,-0.2
Savoy Hotel Amsterdam,Staff_Service,27,27,30,84,35.71,32.14,0.036
Savoy Hotel Amsterdam,Value,18,19,10,47,21.28,38.3,-0.17
Savoy Hotel Amsterdam,Wellness,0,1,1,2,50.0,0.0,0.5
Schlosshotel R mischer Kaiser,Cleanliness,0,3,32,35,91.43,0.0,0.914
Schlosshotel R mischer Kaiser,Facilities,1,6,33,40,82.5,2.5,0.8
Schlosshotel R mischer Kaiser,Food,1,19,128,148,86.49,0.68,0.858
Schlosshotel R mischer Kaiser,Location,6,27,147,180,81.67,3.33,0.783
Schlosshotel R mischer Kaiser,Room,5,24,101,130,77.69,3.85,0.738
Schlosshotel R mischer Kaiser,Staff_Service,6,14,137,157,87.26,3.82,0.834
